sign_language,spoken_language,country_code,texts,sign_writing
ssr,fr,ch,Pouvoir,M529x519S20350513x480S20358473x480S22e04512x501S22e14470x501
ssr,fr,ch,Beaucoup,AS14c30S14c38S22110S22110S18530S18538M537x531S15738466x502S22110464x491S18530503x470S18538468x468S22110511x493S15730513x504
ssr,fr,ch,Banlieue,M538x527S16d18483x497S14c21511x501S28f02462x473
ssr,fr,ch,Épicerie,M545x538S18520415x392S18528371x390S26a00410x371S26a10377x370S15d40461x435S15d48423x435S26502483x448S26516404x445S33b00482x483S18500498x523S26a14518x503
ssr,fr,ch,Forcer,M518x582S35610482x483S26a01447x525S1ea4f459x554S32103482x483S26a11441x556S1ea41461x533
ssr,fr,ch,Apprentissage,M560x518S28404538x448S18500520x484S30007482x483S28404514x448
ssr,fr,ch,Bouder,M521x518S2ff00482x483S37806489x498S20322477x491
ssr,fr,ch,Ajouter,M546x528S18548455x513S18551473x489S18530521x489S28902497x473S20500460x496
ssr,fr,ch,Mouette,AS1f420S22110S33100S14c50S14c58S28706S28712M569x586S33100482x482S1f420466x501S22110434x498S14c50508x554S14c58480x554S28706537x568S28712447x570
ssr,fr,ch,Abattant wc,M534x570S1d020473x431S17649477x532S15d51491x525S20600467x519S23003508x545
ssr,fr,ch,Maurer ueli,M538x517S18040498x473S2ff20476x482S2b704524x487
ssr,fr,ch,Concentration,M556x549S22b15461x501S20500490x538S20318490x520S20310499x525S16d10539x479S16d18446x481S22b03518x499S2ff00482x483
ssr,fr,ch,Fauteuil,M555x529S17f50523x498S17f58463x500S26504524x472S26514465x473S22e04538x487S22e14445x486
ssr,fr,ch,Piéton,M525x568S1ec26475x432S22b04475x460S10e04479x538S26700496x521S22246520x530
ssr,fr,ch,À pied,AS11952S26602S22512M525x522S11952499x490S26602476x477S22512480x500
ssr,fr,ch,Alimentation,M544x557S33b00482x483S18500507x522S18508470x533S27100504x542S27114454x514
ssr,fr,ch,Moitié,M523x525S10049477x477S10041487x478S20e00502x476S25505504x506
ssr,fr,ch,Enrhumé,M541x556S33100482x483S1ea10496x503S21010481x541S22f04488x525S20a00523x494
ssr,fr,ch,Fortune,M540x537S36d00479x491S15002505x500S26600524x463S20500514x526
ssr,fr,ch,Allemagne,AS10010S26504S20500S2ff00M527x517S2ff00482x482S20500514x472S26504513x450S10010494x457
ssr,fr,ch,Démarrer,M528x514S1ea52473x491S2c300502x487
ssr,fr,ch,Exagérer,AS15a40S1474aS2b700S21100M524x523S1474a476x476S15a40480x496S2b700505x482S21100497x494
ssr,fr,ch,Décrire,M556x530S10011535x471S10019444x473S22c03508x495S22c15461x497S22011510x483S22017467x487
ssr,fr,ch,Sable,M569x521S21200508x506S18559474x483S18551505x482S21200468x507S26606539x479S26612432x482
ssr,fr,ch,Bovin,M539x542S18558471x469S18550502x469S20500495x459S15220503x511S15228476x510S2d606517x489S2d61e461x489 M549x518S30001482x483S30007482x483S17521511x471S17529472x472S28807528x470S2881f450x469S17621533x452S17629449x452 M526x516S1f750475x484S1f738474x501S21200498x496
ssr,fr,ch,C'est tout,M553x521S14c02503x480S14c0a465x480S2ee02530x499S2ee1a447x500
ssr,fr,ch,Mandater,M536x533S1ea10513x498S1ea18465x499S36d00479x529S2b820484x466S26900520x473S26910466x475
ssr,fr,ch,Rail,M529x534S26610477x467S26600508x466S10050514x502S10058472x504
ssr,fr,ch,Le lieu,M546x537S36d00480x463S1ec03522x499S36d00478x533S26706479x503S21100492x493
ssr,fr,ch,Puma 1,M556x546S33b00482x482S14401508x502S14409464x500S2880b536x525S28813446x526
ssr,fr,ch,Balle,M515x521S16d18486x481S16c10495x480S20700492x506
ssr,fr,ch,Val-de-travers,M527x545S15017500x505S1501f474x507S20500498x534S2dc26496x456
ssr,fr,ch,S'intégrer,M532x528S16d48468x489S18550483x498S18520482x472S22e04515x477S21000472x513
ssr,fr,ch,Ljubljana,M523x533S1dc28477x468S1dc04499x484S20500500x469S22233502x514
ssr,fr,ch,Le saint-bernard,M539x547S36a00482x477S15410502x522S15418482x522S26506524x527S26512460x527
ssr,fr,ch,Parasol,M517x554S10018499x456S15652490x446S10018502x524S14c52483x507
ssr,fr,ch,Nerf,M539x536S10a51482x493S27103512x510S37a0b462x482S15d39505x464S21100466x492
ssr,fr,ch,Toscane,M535x518S2ff00482x483S14420513x458S2880a489x471S21100476x476
ssr,fr,ch,Économie 1,M522x516S15d39478x483S1854c496x486S20600487x505
ssr,fr,ch,Piment,M552x534S34700482x483S22620526x472S26a00525x489S15800515x508S30c30489x490
ssr,fr,ch,Intérêt,M527x535S18548473x520S18520502x519S29800505x471S22b10484x480S20500492x465
ssr,fr,ch,Craie,M546x539S13d10499x463S13d18467x462S26506524x475S26512455x475S13d20471x523S29606512x524
ssr,fr,ch,Usé - usée,M519x545S21200481x488S20349498x503S26600481x455S26600495x456S21400481x517S15d50493x518
ssr,fr,ch,Train,AS11540S2ea00M509x528S11540491x471S2ea00494x503
ssr,fr,ch,Cave,M559x524S32b10482x482S10e10515x494S2e500536x493S21100518x478
ssr,fr,ch,Pull-over,M549x535S36a00482x477S20600524x515S26a04522x499S15d52488x516
ssr,fr,ch,Cross country,M591x597S36d00479x472S36d00479x404S20341525x443S20349454x444S23600552x448S23614411x446S15d20490x570S29300498x521
ssr,fr,ch,Bienvenue,M559x543S15230539x457S15238442x461S26603526x493S26615455x496S22104468x493S22104525x490S18531508x523S18539468x524
ssr,fr,ch,Clown,M529x553S33200482x483S12800503x495S2e230510x521
ssr,fr,ch,Brochet,M544x517S18500519x462S17d00521x492S33100482x482S20500495x495S26500517x471S22104504x470
ssr,fr,ch,Prénom,M537x536S20500474x493S1155f495x509S11541513x493S11549477x498S20500489x482S2e30d463x464
ssr,fr,ch,Mûre,M564x543S30004482x483S20500511x514S2d608513x525S11800492x516S11820541x513
ssr,fr,ch,Garder,M533x529S2035a502x487S20600498x505S37806467x493S37810523x497S11020514x471
ssr,fr,ch,Payerne,M550x541S12227505x481S2fb00495x535S23607521x460S23615450x468S1222f469x493
ssr,fr,ch,Sapin,M558x551S15d50539x524S15d58443x524S15e13496x450S15e1b472x451S28805508x473S28805518x495S28805523x517S2881d466x474S2881d460x494S2881d457x514
ssr,fr,ch,Bague,M532x524S21300490x508S18841495x478S26503519x477S14c4a467x484
ssr,fr,ch,Recours,M522x524S10e40484x477S20348479x509S20e00498x510S26600506x487
ssr,fr,ch,Battre 1,M587x621S15d17520x531S15d1f477x558S27100520x511S27114464x589S2fb00505x615S30c00482x482S27200547x538S27214431x569
ssr,fr,ch,Couvre-feu,M525x577S10041496x542S10049476x547S20e00489x524S22b04502x517S15d0a486x472S15202490x456S20500478x467S26600499x428S22104513x423
slf,it,ch,Ragusa,M544x521S1151a456x500S12910480x498S20700471x479S12810521x497S26502508x505
ssr,fr,ch,Choc,AS16d02S23108S21100S31a00S34400M527x588S16d02486x571S36d00479x529S21100514x553S2f900494x542S31a00482x482S34400482x482S23108486x551
ssr,fr,ch,Souffler,M524x594S33b10493x505S33500476x483S12920491x512S25504496x540S11e50488x564
ssr,fr,ch,Se marier,AS1d151S14c59S2c603S21000M526x526S14c59488x500S1d151501x473S21000477x474S2c603473x493
ssr,fr,ch,Se disputer,AS10002S1000aS2e60dS2e615M550x526S10002520x511S1000a450x511S2e60d513x475S2e615457x475
ssr,fr,ch,Gargouiller,M565x532S36d00479x469S11a12498x502S11a1a471x514S2e236434x513S2e232533x500
ssr,fr,ch,Botswana,M537x522S30000482x483S30004482x483S14722487x475S1472a490x508S20600515x476S20600461x511
ssr,fr,ch,Saint moritz,M536x518S2ff00482x483S16c10516x475S16c18464x475S20500509x488S20500482x487S2d71f472x447S16c00500x426S16c08480x426S20500496x432S2d707504x447
ssr,fr,ch,Zeppelin,M618x518S16c10561x448S16c18512x449S32107482x483S26606588x452S26616525x451
ssr,fr,ch,Rougeole,M540x518S2ff00482x483S20500504x489S20500508x498S20500499x501S1ce10518x469
ssr,fr,ch,Prophète,M535x560S10018471x524S26700471x477S20e00465x510S14c50466x440S12910511x538S22100497x515S25601481x518
ssr,fr,ch,Donetsk,M524x534S15d48476x466S26a04497x520S10a50497x474S21200496x506
ssr,fr,ch,Aisselle,AS15d32S2a404S36d00S37607M522x527S36d00479x474S37607459x475S15d32473x477S2c501466x503S21100509x511
ssr,fr,ch,Élever,M542x535S14c30510x503S14c38463x504S2e60d513x465S2e615458x466
ssr,fr,ch,Grand - grande 2,M515x526S18010485x511S22b00492x474
ssr,fr,ch,Nourriture,M540x534S20600489x522S18500516x519S33b00482x483
ssr,fr,ch,Vacherin mont d'or,M582x707S30005482x483S1d410513x500S20f00541x491S26a04542x506S15a49491x579S15d41506x570S27101495x539S21100522x551S16c48490x629S16c40516x629S16c48490x686S20500508x634S15051503x671S28809534x673S15040556x667S20500490x674
ssr,fr,ch,Rapace,AS14c50S14c58S2d60aS2d612S18550S18558S20500S10a20S26900S33100M522x518S18558467x434S18550497x434S20500489x422S2d612470x404S2d60a495x405S14c58470x368S14c50498x367S33100482x483S10a20480x486S26900465x496
ssr,fr,ch,Mouillé,M539x523S20350502x487S20358484x487S21100495x509S22e00522x478S22e14462x494
ssr,fr,ch,Avancer,M530x561S2b710474x440S2b700497x460S2fd00487x555S2b700499x496S2b710478x484S18040499x533S18048470x518
ssr,fr,ch,Extraverti,M549x571S36d00478x429S36d00480x506S14e40523x519S14e42501x437S14e4a469x437S20500509x466S20500479x467S14e48451x517S26907511x552S26911473x550
ssr,fr,ch,Salle à manger,M548x531S1ce40502x421S1ce48479x421S20500495x453S20500497x397S2790e509x397S27916472x397S33b00482x483S18500515x516S26a04521x496
ssr,fr,ch,Poser,M534x525S18528467x510S18520509x510S2b700511x476S2b710475x477
ssr,fr,ch,Adulte 1,AS18010S15d5aS28a00S2f900S20500S37800M529x536S15d5a472x512S18010481x476S28a00512x489S2f900486x464S37800499x491S20500493x525
ssr,fr,ch,Bousculer,M539x593S14c20516x550S14c28466x562S26500519x530S26510470x542S2f900522x520S2f900468x533S34100482x483
ssr,fr,ch,Thorax,M555x534S36d00479x467S15d02510x471S15d0a463x471S27102519x494S27116467x494S21100542x478S21100445x475
ssr,fr,ch,Serrurier - serrurière,M521x575S1ea50479x510S2a308482x539S1ec27497x425S22b04488x452
ssr,fr,ch,Planète,M539x512S17618461x496S17610477x496S26706497x496S22240496x489
ssr,fr,ch,Varsovie,M544x517S2d608484x499S36d00479x484S20500469x504S20500519x506S1f702529x488
ssr,fr,ch,Idiot,M518x546S33100482x483S19a10466x493S2e501489x519
ssr,fr,ch,Cintre,M513x524S10a20487x476S22a04498x509
ssr,fr,ch,Analyse,AS10e11S10e19S22c04S22c14S21600S21600S21600S21600S21600S21600S2fb00M553x539S10e11528x462S10e19447x461S22c03506x493S22c15461x493S21600524x478S21600516x486S21600508x494S21600476x484S21600469x477S21600484x492S2fb00493x533
ssr,fr,ch,Batterie 1,M545x581S15d40526x419S15d48455x420S15d32492x463S15d3a492x503S22a04526x450S22a04502x485S22a14501x526S22a14461x453S13f50511x565S13f58466x566S22214512x555S22214475x555
ssr,fr,ch,Jérusalem,M554x543S2f900527x474S33d00482x483S15d20520x482S15d00495x515S28130519x513S28130534x514
ssr,fr,ch,Romain,M540x517S2ff20476x482S14410494x448S2b704526x486
ssr,fr,ch,Âne,AS15d20S15d28S20500S20500S23004S23014S30007S30001S2fd00M551x537S30001482x482S30007482x482S20500513x477S20500478x476S15d20523x471S15d28460x473S23004526x503S23014449x503S2fd00490x531
ssr,fr,ch,Port elisabeth,M518x567S36a00482x477S10053466x512S2df04492x524S2e004492x539S20e00494x516
ssr,fr,ch,Barrer 1,M560x522S15d02501x478S15d0a471x478S22e04528x504S22e14454x503S26506545x492S26512441x491
ssr,fr,ch,Voleur,M536x522S15751464x491S2243b492x477
ssr,fr,ch,Skateboard,M527x594S15d50482x447S15d58474x470S2dc26478x407S15d58479x546S10142497x556S2ee02497x573
ssr,fr,ch,Calamar,M517x534S14c59490x508S17751496x466S22a00495x491S20500485x510S22100483x498S22104482x486
ssr,fr,ch,Aider,M531x540S15d31483x488S15d40512x513S15d39469x482S22a20485x460S2880f488x512S20500474x469
ssr,fr,ch,Température,M518x528S10018485x498S10012482x507S23108492x488S21100500x472
ssr,fr,ch,Graine-grain,M514x515S1cf10487x486
ssr,fr,ch,Technique,M539x539S15d48462x503S15d48462x461S10e52484x507S10e42484x470S2c300513x484S20500485x528S20500482x486
ssr,fr,ch,Limonade,M562x562S10010449x444S21800438x438S10020526x532S10028487x508S23600523x508S23614465x543S2fb00509x493
ssr,fr,ch,Reims,M511x538S11a20493x508S20300492x463S24b08489x480
ssr,fr,ch,Blé,M511x543S14720491x521S10000491x458S24b08489x491
ssr,fr,ch,Pupitre,M547x526S20350525x510S20358459x511S2a600530x475S2a611453x476
ssr,fr,ch,Parfois,M546x545S10050506x457S10058478x456S23710454x494S23704507x498S26626484x529
ssr,fr,ch,Toyota,M526x525S16c18476x486S10040474x494S20500474x475S10050511x495S28806488x491
ssr,fr,ch,Beau temps,AS10e21S10e29S28a0aS28a12M556x525S10e21503x499S10e29465x500S28a0a520x474S28a12444x475
ssr,fr,ch,Cicatrice,M535x520S31500482x483S21100522x466S22a05512x478S10011506x490
ssr,fr,ch,Passeport,M530x562S15d38471x536S20300483x543S20500503x521S20500487x493S2f900504x534S15d10493x438S15d18473x438S2e008490x469S2e010473x468S22a04487x522S37806498x548
ssr,fr,ch,Sofia,M536x518S30000482x483S20600514x477S10020494x456
ssr,fr,ch,Contribuer,M547x572S15749457x448S18550475x459S20700472x428S26502507x461S22104492x450S22105459x437S20311526x529S20319454x533S2ea15471x551S2ea0d512x551S2fd00492x540
ssr,fr,ch,Fuir,M534x526S14c19470x489S1c540486x498S22b07510x475S20e00504x478S21404467x518
ssr,fr,ch,Fête de l'escalade,M516x535S20340490x502S20348485x520S20500506x519S22b04490x466
ssr,fr,ch,Piercing,M541x518S33100482x483S1ce10500x480S20a00523x497
ssr,fr,ch,Le sentier,M559x531S14c51532x486S36d00479x527S22631516x469
ssr,fr,ch,Merle,AS1f010S20500S33100S26500S22104S1f410M546x517S33100482x482S1f010517x494S1f410515x466S26500509x472S20500495x494S22104519x455
ssr,fr,ch,Nommer 2,M536x534S1ea10513x499S1ea18465x500S36d00479x530S2b820484x467S26900520x474S26910466x476
ssr,fr,ch,Logopédiste,M542x548S33000476x482S15310526x485S15318459x486S2e234523x515S2e234455x516
ssr,fr,ch,Se trouver,M551x529S15d38455x503S10003466x500S20500449x504S28903489x471S10051521x478
ssr,fr,ch,Cernes,AS12810S12818S28806S2881eS31400M548x521S31400482x482S12810525x480S12818452x480S28806501x497S2881e477x497S21100522x507S21100465x507
ssr,fr,ch,Déchiqueter 1,M566x595S1ea10499x564S1ea18477x565S36d00479x533S27204526x576S27210430x564S30c00482x483
ssr,fr,ch,Plate-forme informatique,M547x521S15a50500x478S15a58486x478S20500494x510S26606517x485S26612453x486
ssr,fr,ch,Feu de circulation,M517x543S17600486x469S22100489x458S17600485x497S17600483x527S22100487x488S22100486x517S22a04504x484S22a04504x516
ssr,fr,ch,Rêve,M550x517S30007482x482S29507525x459S20500506x470S11a21515x485
ssr,fr,ch,Villeneuve,M538x524S10e21492x499S10e29462x499S20500486x489S28a0a502x476
ssr,fr,ch,S'agenouiller,M517x547S15d39484x524S11804490x508S15d39483x468S20500507x531S10e04489x453S20500502x479
ssr,fr,ch,Timide,M551x528S30005482x483S30003482x483S1c510516x499S1c518454x500S22f00524x481S22f10451x483S20f00525x468S20f00449x469
ssr,fr,ch,Trahir,M529x540S20e00486x487S10051499x500S26601471x461S2035b496x519S3780a477x501S37702492x503
ssr,fr,ch,Ciel,M576x522S28b13421x453S28b0b537x453S2ff00482x483S14412500x441S1441a466x441S14410554x491S14418415x490
ssr,fr,ch,Cérémonie - célébration,M551x544S10000526x475S10008460x475S37900532x504S37900466x503S2eb06519x457S2eb12450x456
ssr,fr,ch,Lutte,M523x541S11802496x481S1180a478x479S20700495x460S23622494x502
ssr,fr,ch,Bicentenaire,M521x567S1ec10480x434S2df0f485x457S20349485x546S20341490x526S20500508x542S22a04508x514
ssr,fr,ch,Adapter,M525x541S1ea40502x494S20500502x480S1ea49475x483S26600497x511S26514499x459
ssr,fr,ch,Boire 1,AS1f510S2b704S33b00M526x534S33b00482x482S1f510492x519S2b704512x510
ssr,fr,ch,Revendication,M540x545S30000482x482S30004482x482S10001515x481S10009462x515S20500494x469S20500498x520S10029458x458S28200514x450S10021510x423S28218460x484
ssr,fr,ch,Cully,M520x539S16c18480x493S14c12489x516S26600486x476S26600500x477S22620490x461
ssr,fr,ch,Mijoter,M536x522S22520464x478S22520504x478S15710514x496S15718470x496
ssr,fr,ch,Se taire 2,M553x541S36d10479x459S15d1c525x493S15d14454x493S22a04525x526S22a14459x524S21100540x521S21100445x518
ssr,fr,ch,Dominant,M531x533S28a00507x476S18010501x516S2f900489x467S18018470x516S20500495x522
ssr,fr,ch,Demander,M523x520S20600489x481S15d41500x497S15d49477x497
ssr,fr,ch,Furieux,M575x579S36d00479x530S15002506x554S1500a463x554S23a07524x514S23a1f452x514S20e00509x540S20e00480x540S30c00482x483S2f800537x536S2f800420x534
ssr,fr,ch,Nain - naine,M531x531S15d50470x469S22b04474x501S2f800493x507
ssr,fr,ch,Ouvrir 1,M554x527S20500495x515S15d42500x494S15d4a472x494S15d40531x473S15d48448x474S26907535x508S26911446x505
ssr,fr,ch,Estavayer-le-lac,M518x569S30004482x482S19a11475x516S2e230495x537
ssr,fr,ch,Radio,M543x526S12820510x474S12828460x474S2ee0a520x503S2ee13458x504
ssr,fr,ch,Paniquer,M544x618S14c50520x540S14c58448x539S31a00482x482S27106522x578S27116450x573
ssr,fr,ch,Match,M529x529S14c11503x480S14c19474x480S22e02511x512S22e16472x512S20500496x471
ssr,fr,ch,Loisirs,M534x531S36d00479x469S14c02482x480S2e602484x502S21100521x502
ssr,fr,ch,Broc,M542x546S30004482x483S14e00491x515S22f04515x521S20f00516x506
ssr,fr,ch,Séropositif,M551x593S36d00480x406S36d00480x463S14c02508x426S14c0a466x426S36d00480x531S36d00479x589S20302491x551S15002496x546S20700496x568S26502532x552S26516468x553S22104539x544S22104466x546
ssr,fr,ch,Budapest,M535x522S15a50523x495S23b0a499x498S28e3a474x479S23b38465x499
ssr,fr,ch,Atmosphère,M523x519S16c18496x498S16d21478x484S2880a501x481S20e00481x507
ssr,fr,ch,Zizi,AS19250S22114M519x514S19250482x495S22114493x486
ssr,fr,ch,Poteau,M515x538S17640498x507S17648496x522S22c00499x462S20500486x514
ssr,fr,ch,S'affoler,M551x518S2ff00482x483S15210524x466S15218452x468S25100533x429S25110451x432
ssr,fr,ch,Éteindre,M561x539S14c20538x462S14c28439x463S18520500x523S18528472x524S22b03518x494S22b15455x495
ssr,fr,ch,Indien - indienne 1,M541x518S10e10512x464S30007482x483S2f001520x496S20500531x482
ssr,fr,ch,Linge de cuisine,M545x580S10021493x433S10029464x433S24402495x458S2441a456x457S10050493x483S10058475x483S20500488x516S20500489x421S15d09484x552S1f821491x558S23603516x550S21100516x533
ssr,fr,ch,Aplatir,M524x543S14c52477x501S14c3a477x519S20b00511x517S22c04489x457
ssr,fr,ch,Prier - prière,M522x535S15010497x485S15018479x485S20700492x465S22a24494x520
ssr,fr,ch,Clair 1,AS20310S20318S22a07S22a11S14c10S14c18M544x583S30a00482x482S22a11472x538S20318489x548S20310499x557S14c10521x501S14c18454x502S22a07517x538S34400482x482S2fb04494x577
ssr,fr,ch,Recette 2,M552x534S15d39449x493S14c42448x467S14c40511x503S2d807488x473S22620526x478
ssr,fr,ch,Projet,M541x534S10e41499x465S3770b471x512S2c603469x495S10e49487x492S20e00460x469S2c607460x478S20e00478x487S37703519x489
ssr,fr,ch,Attention,M523x527S20349477x506S10e41477x477S22f03502x473S20600499x500
ssr,fr,ch,Proie,M571x537S15310523x512S36d00479x524S36100480x483S30c00480x483S2d600542x509S21600533x499
ssr,fr,ch,Coussin,M539x564S17d10509x537S17d18466x537S22214503x525S22214474x525S22210502x559S22210473x558S10c20501x436S10c28480x436S24402506x461S2440a461x462
ssr,fr,ch,Dette,M546x531S10100493x470S15d0a487x502S22b04518x500S37810499x499S37806455x514S20e00534x503
ssr,fr,ch,Brisolée,M536x588S3780b464x445S1f552493x413S1f502506x457S21100523x422S2a602511x431S2034a492x439S1ea40500x551S1ea48489x567S20500510x577S2ec58496x506
ssr,fr,ch,Vidéo,M541x525S11e58468x495S11e50508x495S2eb0e509x477S2eb1e460x476
ssr,fr,ch,Mécanicien,M525x523S20349482x502S10e31476x479S21100512x478S2f002504x494
ssr,fr,ch,Dactylologie,M619x526S15020555x495S36d00479x500S2e603582x491S22520587x474
ssr,fr,ch,Détendre,M551x540S20332509x461S2033a473x462S22100525x482S22100458x484S14c04528x509S28905510x482S2891d460x482S14c0c450x509
ssr,fr,ch,Pommade,M522x528S15d59478x493S21200483x472S15d51499x505
ssr,fr,ch,Youtube,M540x552S14c18464x448S19a20483x460S14c18460x505S20500480x481S1f220478x520S20500479x541S29001517x455
ssr,fr,ch,Crustacé,M563x580S18558477x487S18550507x487S20500499x475S2d612480x457S2d60a505x458S14c58480x421S14c50508x420S15050507x549S15058468x548S26500516x528S26510472x527S22520531x534S22520437x529
ssr,fr,ch,Taille 1,M612x517S2ff00482x482S18210537x480S23600573x476
ssr,fr,ch,Coquille saint-jacques,M550x524S15050497x476S15038473x477S21400480x511S20500495x506S23000525x489S23014451x506
ssr,fr,ch,Membre,M541x533S36d00479x467S16d02500x516S16d0a476x516S2a613457x485S2a602524x486S20500479x476S20500509x477S20500478x501S20500509x501
ssr,fr,ch,Couche,M552x528S28907507x499S2891f466x500S20500493x517S1e140528x472S1e148449x474
ssr,fr,ch,Tordre 1,M522x568S36d00478x528S37602479x529S16d02470x537S26904445x542S21300442x520S34700486x483
ssr,fr,ch,Quatorze,M519x529S14400497x472S28908482x500
ssr,fr,ch,Sucre,M554x560S30005482x482S2e205527x530S20500526x497S10011509x508
ssr,fr,ch,Diversité,M541x531S10150500x470S10158470x483S23604502x500S23610459x514
ssr,fr,ch,Hémisphère sud de la terre,M544x574S15411487x447S1541f470x463S2d60f478x427S2d61f456x444S2ef01510x465S2ef10490x482S1533a489x559S15352489x535S22f00519x531
ssr,fr,ch,Danseur,M532x527S15d39468x500S10e13479x473S27203499x493
ssr,fr,ch,Plage,M576x527S14c50501x496S14c58471x496S2d90f509x474S2d917447x474S26606546x492S26612425x495
ssr,fr,ch,Tunnel de lavage,M545x566S10000526x509S10008458x509S2f000524x545S2f010456x546S33d00482x483
ssr,fr,ch,Pentagone,M542x544S10011505x471S10019483x471S20500499x456S23a1c459x498S23a34520x500S22d02485x528
ssr,fr,ch,Lac,M556x523S1ec40531x503S1ec48445x504S22a04543x478S22a14445x477
ssr,fr,ch,Vert,AS11820S27102M512x537S11820487x462S27102497x497
ssr,fr,ch,Énorme,M579x538S15051498x463S15059479x462S15040553x506S15048422x507S28a0b533x475S28a13444x475
ssr,fr,ch,Horoscope,M525x531S1a010502x470S1a018477x470S20500495x486S2df06505x507S2df12475x505
ssr,fr,ch,Candidat,M526x575S15d50493x426S15d20493x508S3760c474x453S37609494x535S25504513x475
ssr,fr,ch,Salle de bains,M573x572S1ce40500x452S1ce48477x452S20500493x484S20500495x428S2790e507x428S27916470x428S36d00479x532S1f502511x548S1f50a474x548S23604534x553S23614428x553S21100441x534S21100547x535
ssr,fr,ch,Produit,M515x539S16d48487x519S16d40485x498S20500504x513S22b00486x462S22b04499x468
ssr,fr,ch,Engagé,M544x542S14c40520x494S14c48462x495S20500528x530S20500467x531S2b700516x459S2b710457x463
ssr,fr,ch,Pixellisation,M525x529S10a11497x503S15d48476x497S20500499x485S20500514x485S20500506x472
ssr,fr,ch,Stand d'information,M551x584S15d38488x537S20331499x563S14c30488x483S26600495x526S20e00513x541S26600485x519S15a50502x416S15a58488x416S26606521x424S26612450x424S20500498x451
ssr,fr,ch,Buanderie,M533x589S1d450504x443S1d458468x443S27a0e504x411S27a16470x411S10030487x525S2e50c483x562
ssr,fr,ch,Certains,M544x522S1f530520x505S14c51456x496S22321477x478
ssr,fr,ch,Cheveux,M562x527S36b00482x482S1d410518x490S20a00522x474S26a06548x500
ssr,fr,ch,Fixer,M540x522S20500486x477S1ea19460x482S24004514x488S1ea50488x493
ssr,fr,ch,Lyncher 1,M530x602S2f900511x398S2f900476x406S15020504x477S15028470x487S26600509x445S26610474x455S15050504x409S15058470x418S26600491x550S20340490x587
ssr,fr,ch,Grotte,M542x537S18140530x501S18148458x508S22a04517x492S22a14476x500S28f3a478x463
ssr,fr,ch,Ensuite,M522x526S1ec10498x490S1ec48479x507S22e04505x474S26500490x475S20500487x496
ssr,fr,ch,Avoir besoin,AS14710S22f04M513x523S14710494x477S22f04488x509
ssr,fr,ch,Reptile,AS14c50S14c58S2d60aS2d612S18550S18558S20500S18510S15a5aS2dc00S21100S37a06M539x585S18558465x483S18550495x483S20500487x471S2d612468x453S2d60a493x454S14c58468x417S14c50496x416S15a5a512x573S18510503x555S37a06465x577S2dc00460x560S21100477x550
ssr,fr,ch,Race,M569x517S32b10482x482S1ea10516x495S20a00520x477S26a00542x500
ssr,fr,ch,Locomotive,M528x542S10e41503x512S10e49473x512S20500496x502S20500496x528S26620493x457
ssr,fr,ch,Suzuki,M519x520S10a20493x481S2990c482x488
ssr,fr,ch,Contrôleur - contrôleuse,M537x518S1ec48463x486S1e141500x490S22213522x482
ssr,fr,ch,Ceinture explosive,M535x577S36d00480x423S36d00479x491S16d02504x465S16d0a480x465S22f04503x449S22f14474x448S20321471x556S20329505x555S22c11477x524S22c07487x525S2fb00491x570S2f900524x525S2f900460x526
ssr,fr,ch,Malentendant,AS17d10S26506S22104S22104S22104S18510S33010M596x517S33010479x482S17d10526x492S26506554x493S22104528x482S22104544x483S22104560x484S18510571x491
ssr,fr,ch,Rhume,M541x556S33100482x483S1ea10496x503S21010481x541S22f04488x525S20a00523x494
ssr,fr,ch,Fillette,M545x580S30004483x441S19a10474x469S22f04502x489S20f00502x475S30006482x524S10020518x530S21100532x565S22a04518x565
ssr,fr,ch,Enseignant - enseignante,M548x519S18520509x503S18528460x504S26f00508x480S26f10453x481
ssr,fr,ch,Bouleverser 2,M554x526S35d04482x483S14c00531x471S14c08447x495S2e607504x481S2e61d467x483
ssr,fr,ch,Pondre,M522x522S16d4a479x478S15330483x497S21000502x484S22a04504x505
ssr,fr,ch,Sommaruga simonetta,M540x520S2ff20476x483S14410518x464S2b705524x496
ssr,fr,ch,À quoi ça sert,M521x595S36d00479x536S15d02490x562S2c605471x553S2c605452x553S20f00457x583S30d00483x483
ssr,fr,ch,Si - en cas de,M536x517S30007482x482S15d11513x479S20500502x469S22a07515x459
ssr,fr,ch,Pierre précieuse,M534x575S11849466x440S11841491x425S22a05505x459S20e00492x450S15a59485x552S15031472x536S2eb06502x537S21100511x555S22630467x524
ssr,fr,ch,Vrai,M509x529S10e50494x471S22e04491x511
ssr,fr,ch,Dur,M520x545S11048481x518S11040499x506S20b00482x503S11010501x456S23004495x486
ssr,fr,ch,Promettre,M520x553S15d38480x524S15d20489x448S15d50488x526S20500509x531S25700494x479S22a03507x510
ssr,fr,ch,Dacca - dhaka,M532x531S2035a517x488S37906477x495S10051469x504S20500470x491S20500503x490S28a0a471x469S10041509x501
ssr,fr,ch,Papaye,M525x525S15d39478x502S15d31502x475S2890e476x486S20e00486x479
ssr,fr,ch,Flèche,M527x521S10e0a474x501S10002497x506S20700492x480
ssr,fr,ch,Annecy,M538x547S36d00479x454S15d51515x524S15d09486x503S15d01474x464S23a00487x484
ssr,fr,ch,Talk-show,M550x564S33b00482x483S27110457x524S27104510x542S1ea10510x516S1ea18474x543
